tweet,date,comments,shares,likes,views,language,sentiment
"Commandos, Corona, and Climate  Change : Colombian Neo-colonialism http:// mandos-corona-and-climate-change-colombian-neo-colonialism/ … via @HoodCommunist",2020-12-24T22:18:15.000Z,,3.0,5.0,,es,0
Endurance,2020-12-30T13:08:39.000Z,,,,,es,0
"UNA MISTERIOSA ENFERMEDAD Un reciente estudio ha descubierto que la disminución de la salinidad del agua, asociada con el cambio climático, provoca una enfermedad mortal de la piel en los delfines. https:// s-and-deadly-dolphin-disease-has-been-linked-to-climate-change/ …",2020-12-21T11:47:36.000Z,,19.0,19.0,,es,0
"Ahora es el turno de Javier Fluixà quién explica la importancia de los estudios desarrollados en su #TesisDoctoral : ""Adaptation strategies of dam safety management to new climate  change scenarios informed by risk indicators"",dirigida por Ignacio Escuder. #JornadasIIAMA",2020-12-22T12:42:09.000Z,1.0,,1.0,,es,0
2021 climate  change calendar https:// ve-calendar-seri/ …,2020-12-14T16:32:26.000Z,,,,,es,0
"The @LancetCountdown , el (CR)2 y la @esp_uchile invitan al lanzamiento mundial del Reporte 2020 de ""The Lancet Countdown: Tracking Progress on Health and Climate  Change "" el martes 12 de enero a las 16 hrs | Más info e inscripciones en: https://",2020-12-22T20:00:00.000Z,,12.0,18.0,,es,0
So controversial,2020-12-28T01:57:19.000Z,1.0,,1.0,,es,0
"Para el #SARS_CoV_2 hay vacuna, para la #ClimateCrisis no.Acá va un artículo de cómo tocar este tema en los encuentros con nuestros pacientes:Strategies for Clinical Discussions About Climate  Change | Annals of Internal Medicine https:// 0-6443#.X-EQthX0fss.twitter …",2020-12-21T21:18:21.000Z,,1.0,11.0,,es,0
"Luego, a las 12:40, @AndresGallegosV presentará su tesis “Migration, Population Dynamics, and Climate  Change : How Migrants may Save the World”. Cerramos el seminario de este año con la presentación de 2 excelentes papers. No se lo pierdan!!!",2020-12-17T16:58:21.000Z,,1.0,7.0,,es,1
"Demasiado sol y calor pa ser diciembre, like climate  change is real",2020-12-22T18:30:06.000Z,,,,,es,0
De mañana lluvia y a la tarde soleado? Climate  change here we go again,2020-12-30T12:03:30.000Z,,,,,es,0
"Un nuevo informe de Lancet Countdown on Health and Climate  Change muestra que, en 2018, hubo 4 veces más muertes en Canadá relacionadas con la contaminación del aire por partículas finas que muertes por accidentes de transporte. Vía @TheConversation : http://",2020-12-30T11:15:05.000Z,,,1.0,,es,0
". @sanchezcastejon ,¿nuestro legado europeo será propiciarle el golpe de gracia al moribundo #Amazonas , BÁSICO para la supervivencia del planeta?Así luchan contra el #ClimateChange  ? ¡No a acuerdos que NOS condenan a la extinción a TODXS! ¡Elijamos la vida! #StopEUMercosur  #GoVegan",2020-12-30T21:37:12.000Z,1.0,9.0,8.0,,es,0
El cambio climático también está generando serios problemas en la salud de los niños. https:// -pediatrician-network-puts-spotlight-on-climate-changes-effects-on-children/ …,2020-12-18T13:02:18.000Z,,1.0,5.0,,es,0
"""The Royal Ontario Museum (ROM), in Toronto, Canada, has advertised for a new Curator of Climate  Change .""La lucha contra el #CambioClimatico no atañe sólo a los museos de ciencia, es una responsabilidad que deben asumir todos los #Museos .Hacia un #MuseoTransformador",2020-12-18T07:00:00.000Z,,,5.0,,es,0
Predicción del calentamiento global desde el año 1967! Climate  Change Evidence - Cosmos: Possible Worlds (2020) https:// via @YouTube,2020-12-25T18:16:41.000Z,,,,,es,0
#Ods13 La crisis actual es una oportunidad para llevar a cabo un cambio profundo y sistémico hacia una economía más sostenible que funcione tanto para las personas como para el planeta. http://,2020-12-23T19:00:43.000Z,,3.0,2.0,,es,1
"The link between climate  change , health, and poverty (Cheryl Holder | TEDMED 2020) https:// older_the_link_between_climate_change_health_and_poverty?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … a través de @TEDTalks - muy interesante y cierto.",2020-12-20T17:23:17.000Z,,,,,es,0
Me gusta su discurso de medio ambiente y climate  change (vemos) pero no AHHH no había visto en qué más anda (?) ptm :(Fuck Alfaro btw,2020-12-28T06:08:04.000Z,1.0,,,,es,0
"1/2 Desde @efeverde plantamos en Villamanta, Madrid, cuatro árboles de @LIFETerraEurope , dos en tierra y otros dos en maceta para su posterior transplante. #Together4Forests  #ClimateChange  y #ClimateAction con @arturolarena , @silsaniabooks @pedropablogmay  @efeverdecop",2020-12-23T07:51:18.000Z,2.0,7.0,17.0,,es,0
26 de diciembre y el #limon fino en flor con las #abejas “trabajando”... amigos @loislousan  @j_alcaide_c  @Criandonaranjos tendremos nueva cosecha en julio?  #climatechange   #CambioClimático  #FelizNavidad,2020-12-26T18:24:04.000Z,3.0,2.0,16.0,,es,1
#Cuba tiene su plan de enfrentamiento al #ClimateChange  la #TareaVida  #ClimateAction,2020-12-13T15:14:37.000Z,,3.0,8.0,,es,0
Asparagus.,2020-12-22T02:37:51.000Z,,,,,es,0
Condolences,2020-12-20T15:38:38.000Z,,,,,es,0
Verdad que no es normal que llueva en fin de año? Is this climate  change ?,2020-12-30T23:38:46.000Z,,,3.0,,es,0
NO ME GUSTA CLIMATE  CHANGE,2020-12-12T21:57:42.000Z,,,,,es,0
"For Bezos, climate  change",2020-12-19T02:16:43.000Z,,,,,es,0
#ActNow Es fundamental capacitar a las niñas y niños para que sean líderes del cambio y  en el impacto que pueden tener en el planeta. Conoce el #ODS13 y únete para salvar al planeta. http://,2020-12-16T02:00:14.000Z,,2.0,8.0,,es,0
#Ecología :Calentamiento global y la Evolución de las especies.Low potential for evolutionary rescue from climate  change in a tropical fish https:// 2020/12/09/2011419117 …,2020-12-20T11:02:05.000Z,,,1.0,,es,0
"#DocumentoTrabajoIDEE  A climate for change in the European Union. The current crisis implications for EU Climate and Energy Policies @CorinaPopa23 , @CEUAAlumni del @MasterRRII  Serie Unión Europea y Relaciones InternacionalesDescárguelo https://",2020-12-22T10:05:07.000Z,,1.0,3.0,,es,0
"#Diciembre es el mes del #ODS13 Acción por el clima. Una de sus metas es incorporar medidas relativas al cambio climático en las políticas, estrategias y planes nacionales.Conoce más: http://",2020-12-20T17:15:08.000Z,,3.0,6.0,,es,0
"Implementation of Urban Green Infrastructures in Peri-Urban Areas: A Case Study of Climate  Change Mitigation in Madrid by María Teresa Gómez-Villarino, Miguel Gómez Villarinoand Luis Ruiz-Garcia @La_UPM  https:// /31 …",2020-12-26T04:05:04.000Z,,,,,es,0
#Ods13 Es necesario tomar medidas urgentes para abordar tanto la pandemia como la emergencia climática con el fin de salvar vidas y medios de subsistencia. http://,2020-12-30T17:01:26.000Z,,2.0,2.0,,es,0
#Ods13 La crisis actual es una oportunidad para llevar a cabo un cambio profundo y sistémico hacia una economía más sostenible que funcione tanto para las personas como para el planeta. http://,2020-12-24T18:01:53.000Z,,1.0,3.0,,es,1
"The @LCSudamerica, el (CR)2 y la @esp_uchile invitan al lanzamiento mundial del Reporte 2020 de The @LancetCountdown : Tracking Progress on Health and Climate  Change el martes 12 de enero a las 16 hrs | Más info e inscripciones en: https://",2020-12-23T22:45:00.000Z,,6.0,8.0,,es,0
Por eso dejaron el término Global Warming (Calentamiento Global) y ahora usan Climate  Change (Cambio Climático).,2020-12-30T22:07:24.000Z,,,,,es,0
"Irene Rodriguez Sanchez:Senior Consultant de ESG, Sustainability and Climate  Change en PwC España y Young Civic Leaders Scholarship holder. En Talento es coordinadora del grupo de trabajo: “Economía circular y nuevos modelos”",2020-12-24T14:12:59.000Z,1.0,,1.0,,es,0
"#Dic2020 es el mes del #ODS 13 sobre la #AcciónClimática . Para resolver la emergencia climática, la recuperación post- #Covid_19 debe basarse en inversiones bajas en carbono y altas en empleos decentes e igualdad https://  @Good_Policies  @Planeta_Futuro",2020-12-21T22:55:07.000Z,1.0,1.0,7.0,,es,0
De que estas tan seguro?.....en unos años no lo estarás......no creo que seas “mejor” que Albert o Feynman o Socrates (solo 3 ejemplos)....,2020-12-15T16:46:12.000Z,,,,,es,0
"Ni siquiera de lo que tienes enfrente como realidad deberias estar seguro......Bohr,Hoffman,Deutsch....pero usted esta seguro......Dunning-Krugger ??.....",2020-12-15T16:51:04.000Z,,,,,es,0
"Gina McCarthy, para EPA . climate  change durante BIDEN",2020-12-16T00:03:53.000Z,,,,,es,0
"Meliá, entre las 5 mejores empresas del mundo en la gestión contra el cambio climático. #desarrollosostenible  única empresa de su categoría con nivel A- en España en el CDP Climate  Change , y la mejor de Europa en gestión del agua, según el CDP Water https:// a-entre-las-5-mejores-empresas-del-mundo-en-la-gestion-contra-el-cambio-climatico …",2020-12-15T12:45:51.000Z,,3.0,5.0,,es,1
Regenerative Ag Solve Climate Crisis? https:// s-climate-change-reversi_1_b_6187212.html?utm_hp_ref=tw&skkVQ …,2020-12-19T19:59:51.000Z,,,1.0,,es,0
"Hace un año, en la marcha del clima, tomaba esta fotografía. Quién podía imaginar que ese lema iba a adquirir tanta importancia unos meses más tarde. #climatechange   #ClimateEmergency  #blackandwhitephotography  #blackandwhitephoto  @FridayForMadrid",2020-12-19T14:09:57.000Z,,5.0,38.0,,es,0
"El cambio climático ya está afectando al mundo, en particular en las zonas frágiles y afectadas por conflictos. Una infraestructura resiliente y sostenible puede ayudar a proteger a las personas de sus efectos adversos: https:// | #ReflexionesUNOPS",2020-12-27T20:10:03.000Z,,1.0,7.0,,es,0
Y con un poquito de climate  change ehh que también ayuda...,2020-12-25T16:58:45.000Z,1.0,,1.0,,es,1
#Diciembre es el mes del #ODS13 Acción por el clima. Una de sus metas es promover mecanismos para aumentar la capacidad para la planificación y gestión eficaces en relación con el cambio climático en los países menos adelantados.Conoce más: http://,2020-12-27T16:01:03.000Z,,,4.0,,es,1
El Real Madrid jugó con una camiseta verde por la cumbre del cambio climático . Hoy viaja en vuelo privado de 15 minutos para ir a Salamanca emitiendo 8 veces más CO2 que viajando en tren.,2020-01-22T15:28:15.000Z,423.0,10000.0,21000.0,,es,0
"Mediante un acuerdo de la Secretaría de Energía, el Gobierno federal le cerró la puerta a las energías limpias y con ello comprometió el futuro ambiental de México y el mundo. En Jalisco, el compromiso para enfrentar el cambio climático va en serio. Escucha y comparte:",2020-06-16T20:31:10.000Z,1000.0,3000.0,8000.0,,es,1
—¿Qué piensas del cambio climático ?—Me encanta. Yo cambiaría el de Bogotá por el de Cartagena...,2020-01-14T15:25:00.000Z,202.0,826.0,3000.0,,es,1
"He visitado el litoral valenciano para comprobar las consecuencias del temporal Gloria. Es urgente impulsar la Ley contra el Cambio Climático y replantear un modelo de pelotazos urbanísticos insostenible para el medio ambiente, pero también para la economía y el turismo.",2020-01-29T12:51:51.000Z,529.0,1000.0,5000.0,,es,0
Vamos a hacer de la Ciudad de México un ejemplo a nivel nacional e internacional en la conservación del medio ambiente y la lucha contra el cambio climático .,2020-01-10T15:57:00.000Z,1000.0,1000.0,5000.0,,es,1
"Se estima que el 20% de los establecimientos que fueron supervisados por la Secretaría de Bienestar, Sustentabilidad y Cambio Climático , por no cumplir con la aplicación de la ley anti-plásticos, podrían recibir una sanción #NoticiasTVT",2020-12-30T18:15:00.000Z,,,,,es,0
"Chemtrails en España,, ¿quién miente?ahora espero entendáis lo del cambio climático ",2020-12-30T22:00:25.000Z,,1.0,5.0,,es,0
"Fidel: ""El mundo está sufriendo a la vez las consecuencias del cambio climático ; la escasez y el precio de los alimentos, los gastos militares y el derroche de los recursos naturales y humanos, crecen."" #SomosCuba  #SomosContinuidad",2020-03-20T11:26:28.000Z,359.0,1000.0,2000.0,,es,0
La industria de la #moda tiene elevado impacto ambiental. La #ModaSostenible a partir de materias primas marinas es una buena alternativa que da nuevas oportunidades a millones de personas en el sector de la #pesca . Mira este vídeo de @FAOenEspanol para saber más,2020-12-30T17:17:00.000Z,,23.0,40.0,,es,1
"I Las empresas apoyan a sus empleados y empleadas con equipo de cómputo en la mayoría de los casos, las empresas que toman acción contra el cambio climático , y otras noticias del mundo del trabajo. Lee más en nuestro blog: https://",2020-12-30T18:00:17.000Z,,,,,es,0
"Si los colombianos de la Florida hubieran apoyado a Biden, no solo hubieran podido obtener una fuerte política contra el cambio climático , clave para su seguridad inmediata, sino que hubieran determinado el triunfo de Biden, ganando la Florida.Hoy, pasaron a ser irrelevantes",2020-11-06T13:15:56.000Z,409.0,966.0,5000.0,,es,0
En elecciones dicen que lucharán contra el cambio climático . Pero en el gobierno prefieren una troncal de buses diesel a un tranvía eléctrico que no emite CO2. Incoherentes y demagogos.,2020-01-20T13:57:13.000Z,297.0,1000.0,5000.0,,es,0
"El problema hoy no es con Peñalosa, es con usted, que adjudicó un modo de movilidad depredador, de costos crecientes, inconveniente para la lucha contra el cambio climático y que está pensado no en función de la dignidad del usuario sino en la ganancia de propietario de buses.",2020-01-24T21:16:02.000Z,497.0,1000.0,5000.0,,es,0
Ya pueden ustedes observar el problema del cambio climático en Bogotá: No porque granice sino por el tamaño del granizo.El problema mayor es que se tapan los alcantarillados con agua congelada,2020-03-10T22:19:10.000Z,284.0,755.0,2000.0,,es,0
Con Biden hay que abrir un diálogo constructivo alrededor de:1.Un pacto verde para luchar conjuntamente contra el cambio climatico que implica una economía descarbonizada y la recuperación de las selvas y bosques2. La.paz de la región3. El cambio de política antidrogas,2020-11-07T16:57:35.000Z,1000.0,2000.0,14000.0,,es,0
"Cuando se confunde Ciencia con lagartería.Tanta es la desinformación que mucha gente no sabe que, por ejemplo, las mas grandes empresas del carbon y el petroleo buscaban "" científicos"" que dijeran que el cambio climático no existia.",2020-03-20T20:34:25.000Z,555.0,1000.0,4000.0,,es,0
"Con todo respeto el gas no reverdece. El gas es un combustible fósil, que genera emisiones de CO2 y lleva a la humanidad y la vida toda a su extinción.La única forma de tener movilidad que mitigue el cambio climático es con motores eléctricos, bicicletas y caminando.",2020-06-20T15:34:14.000Z,506.0,961.0,3000.0,,es,0
Hoy toda ciudad moderna debe ser capaz de subsidiar su transporte público masivo para desestimular el vehículo particular. Este es un tema fundamental en la lucha contra el cambio climático y la sostenibilidad ambiental y la calidad de vida de las ciudades.,2020-02-13T00:40:11.000Z,244.0,1000.0,4000.0,,es,1
"Florida: Estado construido con inmigrantes y azotado por huracanes, cada vez más intensos y frecuentes, le da la ventaja a un xenófobo que no cree en el #cambioclimático  . Ironías electorales.",2020-11-04T02:02:56.000Z,234.0,844.0,3000.0,,es,0
"#YPorQué Es importante entender que el cambio climático no nos afecta a todos de la misma manera. La percepción de este varía por diferentes factores, como el lugar donde vivimos, qué hacemos o en qué trabajamos. http://",2020-12-30T20:53:00.000Z,1.0,10.0,16.0,,es,0
En una decisión histórica Bogotá es la primera ciudad de latinoamérica en reconocer y declarar la emergencia climática mediante decisión compartida del Concejo y la Alcaldía. Nos damos 10 claros mandatos para transformarnos y enfrentar las consecuencias del cambio climático !,2020-11-10T01:21:46.000Z,688.0,657.0,4000.0,,es,1
"¿No han aprendido las matemáticas del cambio climático ? No se mide en material particulado en el aire, sino en gases efecto invernadero, CO2 equivalente, ni el euro I, ni el Euro VI ni el gas reducen esas emisiones.No engañen a la sociedad, sólo se logra con buses eléctricos",2020-01-11T21:10:45.000Z,955.0,2000.0,5000.0,,es,0
"Le dijimos a Cartagena en la campaña presidencial que su territorio sería afectado gravemente por el cambio climático , que el ordenamiento territorial implica adaptar a la ciudad y eso era una oportunidad de  superación de la pobreza con la reubicación de 26.000 familias.",2020-11-14T15:26:03.000Z,528.0,877.0,2000.0,,es,0
"Por mala fe o por ignorancia, José Felix Lafourie, presidente de Fedegan, miente al decir que la ganadería no tiene relación con el cambio climático . De hecho, la relación es estrecha y está llena de evidencia.",2020-11-12T23:20:02.000Z,304.0,1000.0,4000.0,,es,0
"Fuertes lluvias en Bogotá nos recuerdan que el cambio climático es una realidad y que debemos sí o sí cambiar nuestros hábitos de vida para mitigarlo: dejar de quemar gasolina y diésel y usar energías limpias, transporte masivo y bici, proteger la estructura ecológica y reciclar.",2020-02-26T10:58:50.000Z,1000.0,666.0,3000.0,,es,0
"#ElCentroEs Cuál es la posición del centro en estos temas:FrackingLey 100GlifosatoHidroituango Cambio Climático ESMADAcabar la JEPSi dicen ""No"" son progresistas. Si dicen ""Sí"", son Derecha  ",2020-11-23T18:40:40.000Z,444.0,1000.0,4000.0,,es,0
"Amigos de #Sigamoslosbuenos2020 Importante cohesionar esta comunidad con objetivos:-La paz, (Aquí salen los uribistas)-Lucha contra el cambio climático (No caben los depredadores)-La justicia social (Aquí se fueron los neoliberales)La verdad la buscamos nosotros #SomosLibres",2020-01-03T22:31:35.000Z,307.0,1000.0,3000.0,,es,0
"Desde 2014 en Pakistán se han plantado cientos de miles de árboles como parte del proyecto “Billion Tree Tsunami” lo que ha proliferado el número de colmenas y de abejas, subiendo espectacularmente la producción de miel. ¡Doble golpe contra el cambio climático !",2020-12-30T12:20:00.000Z,1.0,3.0,12.0,,es,0
"Y ¿dónde estaban las feministas cuando...(inserte aquí cualquier frase de )?Pues mira Manolo, no somos las Avengers, somos humanas, normalitas, no podemos hacernos cargo del cambio climático , de limpiar chernobyl, y además de hacerte la colada... Hombre ya!",2020-12-30T20:22:37.000Z,8.0,65.0,253.0,,es,0
"Les comparto el premio que recibimos como Ciudad, de la prestigiada organización WWF Internacional.  Ganadora del One Planet City Challenge 2019-2020 por comprometerse con los objetivos del acuerdo de París sobre Cambio Climático ( carta original y traducción).",2020-06-02T20:06:53.000Z,300.0,1000.0,3000.0,,es,1
"La granizada en Bogotá no es ""una linda foto"". Es el cambio climático y nos está acabando.",2020-03-10T19:49:49.000Z,687.0,2000.0,12000.0,,es,0
"Pescadores de El Llanito, corregimiento de Barrancabermeja, reportan que la abundancia de peces en la ciénaga ha disminuido. Reconocen como causas la sobrepesca, el cambio climático , la contaminación y el cambio de regímenes hídricos en el río Sogamoso. #HumboldtEnEl2020",2020-12-30T22:00:35.000Z,,7.0,13.0,,es,0
"Me da risa como los progres están a favor de la ciencia solo en el cambio climático . Luego, quieren borrar la biología.",2020-12-30T21:21:10.000Z,2.0,37.0,182.0,,es,0
"En menos de un mes hemos tenido incendios, heladas, granizadas y alta contaminacion del aire.Todas las entidades están atendiendo emergencias, desaguando y atendiendo solicitudes ciudadanas.Solo cambiando nuestros hábitos de vida mitigamos y nos adaptamos al cambio climático .",2020-03-10T22:58:00.000Z,594.0,559.0,2000.0,,es,0
"Cada vez que trates a otra persona a través de lo que consideras groserías, solo mostrarás la cantidad de inteligencia que tienesSoy economista y creo que la economía politica es científicaElaboro un libro sobre acumulación de capital y cambio climático  @gillermobon  https:// /gillermobon/status/1236319206154686466 …",2020-03-08T00:09:22.000Z,251.0,644.0,2000.0,,es,0
#YPorQué Es importante que intentemos vivir de manera más sostenible y tratar de promover ese modo de vida hacia nuestros amigos y familiares. http://,2020-12-30T21:54:00.000Z,1.0,6.0,24.0,,es,0
"En Michoacán se #EscuchaLaTierra y entendemos bien las graves consecuencias que el cambio climático puede traer, por eso hemos adquirido un fuerte compromiso con el cuidado de nuestro medio ambiente y realizado varias acciones para ello a lo largo de mi administración.",2020-12-30T23:48:10.000Z,3.0,8.0,30.0,,es,1
"Si seguimos así,el cambio climático afectará a grandes glaciares (ya lo está haciendo),estos almacenan miles de bacterias y virus de más de 100 años de antigüedad;éstos son adaptables a los cambios del ambiente,y por lo tanto son más mortales.Debemos hacer algo,porque nos murimos",2020-12-30T14:59:59.000Z,1.0,3.0,3.0,,es,0
"Las basuras marinas son un problema global  tan importante como el cambio climático , la acidificación oceánica y la pérdida de biodiversidad. 10 millones de toneladas llegan anualmente a mares y océnos, el 80% desde tierra. #MaresLimpios",2020-12-30T17:20:36.000Z,,8.0,21.0,,es,0
Hay gente que cree que el fin del mundo se acerca porque legalizan el aborto. Como si el cambio climático fuera una mentira.,2020-12-30T22:57:55.000Z,3.0,10.0,166.0,,es,0
"La actual pandemia y el cambio climático inciden, sobre todo, en la vida de los más pobres. Debemos promover una cultura que ponga en el centro la dignidad humana y el bien común. Por eso la Santa Sede se une al objetivo ‘cero emisiones netas’. http:// sco/es/events/event.dir.html/content/vaticanevents/es/2020/12/12/videomessaggio-climate-ambition-summit.html …",2020-12-12T16:00:00.000Z,416.0,1000.0,9000.0,,es,0
"Suplemento alimenticio para vacas, un arma contra el cambio climático  https://",2020-12-30T21:30:11.000Z,,,3.0,,es,0
meteorólogos estudien otra cosa porque el cambio climático no existe es todo obra de dios !!!!!!!,2020-12-30T22:33:53.000Z,,1.0,8.0,,es,0
He donado 78.39 km a #ObjetivoDKVmedioambiente para frenar el cambio climático a través de la reforestación de los bosques http://,2020-12-30T09:53:36.000Z,,,2.0,,es,0
¿Te interesa formarte para ser pionero/a en la lucha contra el cambio climático con 100 jóvenes del mundo? Tenemos 10 plazas 100% becadas para la delegación española.   Escríbeme a educacion@aipc-pandora.org y te informo. Hasta 17 enero. #TheExperimentDigital  #ClimateChange,2020-12-30T20:06:16.000Z,1.0,,2.0,,es,0
"HILO: ¿Cómo explicamos el hecho de que siendo la crisis climática más grave que la del coronavirus, esta última nos haga modificar más nuestra conducta, que aceptemos mejor el confinamiento que la modificación de nuestros hábitos de consumo para frenar el cambio climático ,",2020-03-21T16:33:17.000Z,222.0,901.0,1000.0,,es,0
El bonito paisaje tabasqueño creado por este gobierno para estimular el uso de combustibles fósiles (que provocan el cambio climático ) a costa del dinero de los mexicanos y destruyendo 300 hectáreas de mangle. ¡Vaya manera de cuidar la naturaleza!,2020-03-28T21:50:05.000Z,1000.0,3000.0,6000.0,,es,1
"En este 2020 hemos realizado un intenso recorrido. Generamos vínculos y sumamos experiencias.Este documento comparte estos saberes con el objetivo de informar con perspectiva de género, las consecuencias del cambio climático sobre el Río Chubut https://",2020-12-30T14:26:35.000Z,,7.0,6.0,,es,0
"Que tal si céntranos debate en cómo construir proyecto político que nos devuelva democracia, enfrente cambio climático , construya modelo económico incluyente y nos dé esperanza y paz ? No más descalificar ni criminalizar futuros aliados @petrogustavo  @DCoronell  @DanielSamperO",2020-11-22T20:44:05.000Z,325.0,744.0,3000.0,,es,0
"Más covid19, otras pandemias, más desempleo, más quiebra de empresas, más efectos del cambio climático , más pobreza. El 2021 no será diferente a 2020 #FelizAnoNuevo  #Covid_19mx  #VacunaElectoral  #2021TePido  @diariodenay  @MoneroKemchs  @rivapa  @LibreriaRius  @sergiofimbres",2020-12-30T15:35:48.000Z,2.0,7.0,10.0,,es,0
"Para los que pensaron que el 2019 marcó el fin de una década, les comento que se equivocaron, pues la segunda década del nuevo milenio termina en el 2020.Estamos ante el fin de una década que culminó con horrore bélicos, pandemia, cambio climático , huracanes, sequía y pobreza..",2020-12-30T19:14:32.000Z,2.0,31.0,33.0,,es,0
"#MMAenCasa | Ciclo de entrevistas Atlas de Riesgo Climático Invitado: Tomás Gómez, profesional de la Oficina de Cambio Climático  HOY 7PM Instagram Live http:// ¡Te esperamos!",2020-12-30T20:58:40.000Z,,7.0,11.0,,es,0
"Terminamos el 2020 con la grata noticia de poder firmar la primera parte de los 601 contratos de beneficiarios del plan #MásAgua , proyecto central del programa de Desarrollo y Adaptación al Cambio Climático del @MGAPUruguay con @BancoMundial por un total de 4,5 millones de USD.",2020-12-30T22:13:35.000Z,3.0,21.0,134.0,,es,1
El cambio climático desaparece el último glaciar de Venezuela https://,2020-12-30T17:43:25.000Z,,,,,es,0
"Documento de la Actualización de la Contribución Determinada a Nivel Nacional de Colombia (NDC), así como los anexos técnicos que contienen las metas en adaptación y mitigación al cambio climático de Colombia https:// ng/Pages/Party.aspx?party=COL&prototype=1 …  @_dileon  @TransformaGlob  @ambienteysoc",2020-12-30T20:56:19.000Z,,4.0,12.0,,es,0
#Panamá entrega compromisos con la Convención de la ONU sobre cambio climático  https://,2020-12-30T17:01:01.000Z,1.0,1.0,2.0,,es,0
Las comunidades indigenas y campesinas pueden aportar soluciones basadas en la naturaleza para adaptarse al cambio.climatico  #AccionClimatica,2020-12-30T23:23:37.000Z,,,2.0,,es,1
"#Podcast | Los términos « cambio climático » o «calentamiento global» no pueden faltar hoy en discursos, planes de gobierno o iniciativas empresariales y de sociedad civil. Se trata de uno de los desafíos más importantes de nuestra era.  Escúchalo en http://",2020-12-30T13:31:10.000Z,,1.0,2.0,,es,0
"Los jóvenes que están haciendo botellones y se reúnen sin medidas de seguridad son los que luego me hablan del cambio climático , de economía sostenible, de solidaridad entre los pueblos y feminismo?",2020-06-25T08:36:01.000Z,321.0,2000.0,6000.0,,es,0
"La inusual llegada de papamoscas, carracas y oropéndolas alerta de los efectos del cambio climático en Canarias https:// vía @Cahora",2020-12-30T17:03:46.000Z,,3.0,7.0,,es,0
"Costa Rica presentó el 29 de diciembre de 2020 su NDC actualizada y más ambiciosa, que contiene más de 100 compromisos específicos y casi 1.300 interacciones  con indicadores de bienestar.",2020-12-30T15:19:29.000Z,1.0,12.0,42.0,,es,0
"La labor de un equipo de científicos y montañistas que se adentran en los glaciares de la Cordillera de los Andes para estudiar y conocer su relación con el cambio climático . 'Glaciares, agua del futuro' 21:00",2020-12-30T23:43:00.000Z,,,4.0,,es,0
"Cuánto tiempo sin hablar del “ cambio climático ”, ¿eh?.Qué lejos quedaron las cumbres mundiales de la gilipollez izquierdista, los iconos infantiles psicopáticos, las lluvias que copaban semanas de prime time,y cómo se han postrado los filosofetas ante la brutalidad científica...",2020-05-13T07:43:59.000Z,283.0,2000.0,5000.0,,es,0
"Archivo del #Blog del @CEC_SCJN En enero 2020, se publicó en el blog: ""El cambio climático ante la Corte Suprema de los Países Bajos: El caso Urgenda Foundation v. State of the Netherlands"" Jorge Alejandro Carrillo Bañuelos¡Consúltalo de nuevo! ",2020-12-30T22:15:00.000Z,,5.0,14.0,,es,0
Me llaman “FASCISTA” por:-Pensar que todos somos iguales-Querer educar a mi hija en libertad-Estar a favor de la vida-Discrepar sobre el cambio climático -Estar orgullosa de ser española-Querer proteger mi cultura-Querer pensar y opinar libremente¿Soy “FASCISTA”?,2020-01-28T08:05:30.000Z,561.0,1000.0,3000.0,,es,0
Ana Botín quiere ser líder en financiar energía verde.De momento es líder en financiación de la industria de las armas y en cobrar comisiones a los que menos tienen.Menos greenwashing y más derechos humanos. https:// otin-leccion-covid-canario-mina-carbon-abordar-cambio-climatico.html …,2020-12-30T19:40:04.000Z,4.0,31.0,55.0,,es,0
Convertirnos en caníbales puede frenar el cambio climático  https:// -carne-humana/ …,2020-12-30T22:30:36.000Z,,,,,es,0
"Está claro que te sobra el dinero, Ana Botín, pero no es bonito tener que pagar para que los periódicos cuelen entre sus noticias tu lavado de imagen en forma de ""contenido patrocinado"", la forma suave de denominar a la publicidad engañosa https:// otin-leccion-covid-canario-mina-carbon-abordar-cambio-climatico.html …",2020-12-30T12:27:23.000Z,5.0,38.0,85.0,,es,0
"''El cambio climático es ya la principal amenaza para la salud de los animales y de las plantas de todo el planeta, pero también la de las personas''- https:// lastran-acuerdo-de-paris/ …",2020-12-30T19:35:00.000Z,,5.0,7.0,,es,0
¡República Dominicana aumenta su ambición climática!Ya entregamos nuestra Contribución Nacionalmente Determinada ante la @CMNUCC Aumentamos nuestro compromiso en la reducción de las emisiones GEI a un 27% al año 2030. @ndcpartnership  @MinHaciendard  @ambienterd  @mineconomiard,2020-12-30T16:42:43.000Z,2.0,16.0,44.0,,es,1
"Para #Cuba representa un reto dada las condiciones de crisis mundial, bloqueo incrementado por la saliente administración norteamericana y los fenómenos asociados al cambio climático , y las contradicciones crecientes en el panorama internacional http:// 30/defiende-cuba-la-solidaridad-y-la-cooperacion-ante-los-desafios-y-amenazas-30-12-2020-00-12-10 …",2020-12-30T22:21:23.000Z,1.0,12.0,14.0,,es,0
